2022-01-01,S001,P0016,189,127,125
2022-01-01,S001,P0017,70,64,68
2022-01-01,S001,P0031,75,48,39
2022-01-01,S001,P0046,139,117,110
2022-01-01,S001,P0057,142,115,112
2022-01-01,S001,P0061,180,94,83
2022-01-01,S001,P0066,190,138,116
2022-01-01,S001,P0067,101,93,92
2022-01-01,S001,P0068,70,44,48
2022-01-01,S001,P0069,58,53,42
2022-01-01,S001,P0070,99,59,51
2022-01-01,S001,P0079,130,100,116
2022-01-01,S001,P0083,151,99,86
2022-01-01,S001,P0085,154,92,74
2022-01-01,S001,P0094,147,65,76
2022-01-01,S001,P0096,158,134,142
2022-01-01,S001,P0116,53,63,52
2022-01-01,S001,P0125,169,101,84
2022-01-01,S001,P0126,290,235,211
2022-01-01,S001,P0129,135,66,69
2022-01-01,S001,P0133,131,80,72
2022-01-01,S001,P0149,133,76,69
2022-01-01,S001,P0153,166,119,119
2022-01-01,S001,P0159,161,74,71
2022-01-01,S001,P0166,231,123,138
2022-01-01,S001,P0171,133,59,59
2022-01-01,S001,P0175,163,88,86
2022-01-01,S001,P0178,103,70,81
2022-01-01,S001,P0183,163,86,69
2022-01-01,S001,P0187,112,75,66
2022-01-01,S002,P0016,210,180,184
2022-01-01,S002,P0017,164,101,106
2022-01-01,S002,P0031,144,83,87
2022-01-01,S002,P0046,217,148,156
2022-01-01,S002,P0057,180,85,88
2022-01-01,S002,P0061,219,148,169
2022-01-01,S002,P0066,232,171,195
2022-01-01,S002,P0067,169,121,97
2022-01-01,S002,P0068,140,121,131
2022-01-01,S002,P0069,166,156,130
2022-01-01,S002,P0070,231,129,149
2022-01-01,S002,P0079,168,106,102
2022-01-01,S002,P0083,89,51,50
2022-01-01,S002,P0085,162,139,121
2022-01-01,S002,P0094,113,53,56
2022-01-01,S002,P0096,176,127,124
2022-01-01,S002,P0116,182,109,101
2022-01-01,S002,P0125,201,126,115
2022-01-01,S002,P0126,73,76,69
2022-01-01,S002,P0129,87,77,67
2022-01-01,S002,P0133,191,105,101
2022-01-01,S002,P0149,117,109,93
2022-01-01,S002,P0153,113,104,90
2022-01-01,S002,P0159,114,81,74
2022-01-01,S002,P0166,123,62,61
2022-01-01,S002,P0171,132,96,81
2022-01-01,S002,P0175,90,56,60
2022-01-01,S002,P0178,225,139,132
2022-01-01,S002,P0183,56,50,49
2022-01-01,S002,P0187,129,97,96
2022-01-01,S003,P0016,189,184,176
2022-01-01,S003,P0017,122,65,57
2022-01-01,S003,P0031,154,67,71
2022-01-01,S003,P0046,186,205,186
2022-01-01,S003,P0057,115,115,101
2022-01-01,S003,P0061,248,158,167
2022-01-01,S003,P0066,272,158,189
2022-01-01,S003,P0067,185,112,93
2022-01-01,S003,P0068,147,68,68
2022-01-01,S003,P0069,185,176,152
2022-01-01,S003,P0070,77,70,64
2022-01-01,S003,P0079,189,111,104
2022-01-01,S003,P0083,182,147,165
2022-01-01,S003,P0085,128,129,122
2022-01-01,S003,P0094,191,176,154
2022-01-01,S003,P0096,149,86,79
2022-01-01,S003,P0116,119,104,118
2022-01-01,S003,P0125,280,217,247
2022-01-01,S003,P0126,297,248,222
2022-01-01,S003,P0129,207,144,120
2022-01-01,S003,P0133,273,185,183
2022-01-01,S003,P0149,153,86,84
2022-01-01,S003,P0153,148,110,124
2022-01-01,S003,P0159,119,108,100
2022-01-01,S003,P0166,101,113,101
2022-01-01,S003,P0171,164,85,72
2022-01-01,S003,P0175,89,85,74
2022-01-01,S003,P0178,173,100,102
2022-01-01,S003,P0183,103,77,81
2022-01-01,S003,P0187,109,129,108
2022-01-01,S004,P0016,209,144,131
2022-01-01,S004,P0017,157,120,127
2022-01-01,S004,P0031,135,81,67
2022-01-01,S004,P0046,192,143,138
2022-01-01,S004,P0057,298,205,208
2022-01-01,S004,P0061,192,116,109
2022-01-01,S004,P0066,232,186,193
2022-01-01,S004,P0067,163,104,124
2022-01-01,S004,P0068,123,53,59
2022-01-01,S004,P0069,146,71,66
2022-01-01,S004,P0070,113,94,97
2022-01-01,S004,P0079,101,52,61
2022-01-01,S004,P0083,201,110,120
2022-01-01,S004,P0085,227,112,129
2022-01-01,S004,P0094,197,118,132
2022-01-01,S004,P0096,181,89,104
2022-01-01,S004,P0116,149,59,69
2022-01-01,S004,P0125,221,156,137
2022-01-01,S004,P0126,195,157,153
2022-01-01,S004,P0129,166,99,90
2022-01-01,S004,P0133,207,127,139
2022-01-01,S004,P0149,128,84,95
2022-01-01,S004,P0153,68,36,29
2022-01-01,S004,P0159,72,66,65
2022-01-01,S004,P0166,96,51,46
2022-01-01,S004,P0171,199,117,136
2022-01-01,S004,P0175,179,75,80
2022-01-01,S004,P0178,109,95,94
2022-01-01,S004,P0183,82,65,64
2022-01-01,S004,P0187,133,81,92
2022-01-01,S005,P0016,165,134,114
2022-01-01,S005,P0017,115,50,57
2022-01-01,S005,P0031,157,138,129
2022-01-01,S005,P0046,129,70,76
2022-01-01,S005,P0057,206,133,123
2022-01-01,S005,P0061,215,140,154
2022-01-01,S005,P0066,250,189,215
2022-01-01,S005,P0067,220,114,130
2022-01-01,S005,P0068,88,63,57
2022-01-01,S005,P0069,156,118,118
2022-01-01,S005,P0070,111,83,96
2022-01-01,S005,P0079,156,91,83
2022-01-01,S005,P0083,193,124,106
2022-01-01,S005,P0085,96,99,85
2022-01-01,S005,P0094,189,108,93
2022-01-01,S005,P0096,108,55,50
2022-01-01,S005,P0116,151,130,134
2022-01-01,S005,P0125,189,149,128
2022-01-01,S005,P0126,164,118,131
2022-01-01,S005,P0129,115,120,103
2022-01-01,S005,P0133,152,68,72
2022-01-01,S005,P0149,88,89,78
2022-01-01,S005,P0153,110,80,76
2022-01-01,S005,P0159,152,78,79
2022-01-01,S005,P0166,123,64,58
2022-01-01,S005,P0171,147,85,81
2022-01-01,S005,P0175,98,71,70
2022-01-01,S005,P0178,239,225,216
2022-01-01,S005,P0183,142,129,109
2022-01-01,S005,P0187,180,93,111
2022-01-02,S001,P0016,84,74,82
2022-01-02,S001,P0017,110,106,92
2022-01-02,S001,P0031,185,117,129
2022-01-02,S001,P0046,89,68,61
2022-01-02,S001,P0057,156,73,70
2022-01-02,S001,P0061,168,120,118
2022-01-02,S001,P0066,169,117,134
2022-01-02,S001,P0067,72,53,52
2022-01-02,S001,P0068,147,82,97
2022-01-02,S001,P0069,209,152,141
2022-01-02,S001,P0070,217,158,152
2022-01-02,S001,P0079,59,38,35
2022-01-02,S001,P0083,209,125,141
2022-01-02,S001,P0085,105,36,36
2022-01-02,S001,P0094,115,82,71
2022-01-02,S001,P0096,91,58,69
2022-01-02,S001,P0116,147,62,54
2022-01-02,S001,P0125,149,97,110
2022-01-02,S001,P0126,173,102,107
2022-01-02,S001,P0129,115,40,44
2022-01-02,S001,P0133,194,233,189
2022-01-02,S001,P0149,191,99,98
2022-01-02,S001,P0153,129,75,70
2022-01-02,S001,P0159,125,36,37
2022-01-02,S001,P0166,134,124,121
2022-01-02,S001,P0171,103,95,91
2022-01-02,S001,P0175,131,81,85
2022-01-02,S001,P0178,159,122,101
2022-01-02,S001,P0183,146,86,98
2022-01-02,S001,P0187,169,168,162
2022-01-02,S002,P0016,136,162,134
2022-01-02,S002,P0017,102,101,97
2022-01-02,S002,P0031,142,115,105
2022-01-02,S002,P0046,201,140,112
2022-01-02,S002,P0057,211,134,131
2022-01-02,S002,P0061,160,159,157
2022-01-02,S002,P0066,189,102,109
2022-01-02,S002,P0067,97,72,71
2022-01-02,S002,P0068,55,51,51
2022-01-02,S002,P0069,162,113,114
2022-01-02,S002,P0070,49,26,29
2022-01-02,S002,P0079,139,123,132
2022-01-02,S002,P0083,188,125,132
2022-01-02,S002,P0085,93,17,20
2022-01-02,S002,P0094,162,80,94
2022-01-02,S002,P0096,142,79,83
2022-01-02,S002,P0116,182,91,98
2022-01-02,S002,P0125,139,92,95
2022-01-02,S002,P0126,251,144,163
2022-01-02,S002,P0129,92,101,81
2022-01-02,S002,P0133,204,152,154
2022-01-02,S002,P0149,152,68,65
2022-01-02,S002,P0153,118,65,66
2022-01-02,S002,P0159,118,54,45
2022-01-02,S002,P0166,112,75,81
2022-01-02,S002,P0171,102,93,87
2022-01-02,S002,P0175,153,103,101
2022-01-02,S002,P0178,188,105,118
2022-01-02,S002,P0183,148,90,104
2022-01-02,S002,P0187,232,122,138
2022-01-02,S003,P0016,147,103,113
2022-01-02,S003,P0017,156,85,82
2022-01-02,S003,P0031,113,113,111
2022-01-02,S003,P0046,210,107,127
2022-01-02,S003,P0057,175,77,84
2022-01-02,S003,P0061,223,132,128
2022-01-02,S003,P0066,105,67,77
2022-01-02,S003,P0067,68,54,49
2022-01-02,S003,P0068,183,71,84
2022-01-02,S003,P0069,271,245,201
2022-01-02,S003,P0070,95,76,64
2022-01-02,S003,P0079,91,46,49
2022-01-02,S003,P0083,140,94,86
2022-01-02,S003,P0085,129,96,82
2022-01-02,S003,P0094,91,42,45
2022-01-02,S003,P0096,172,126,109
2022-01-02,S003,P0116,155,88,101
2022-01-02,S003,P0125,150,98,90
2022-01-02,S003,P0126,166,102,122
2022-01-02,S003,P0129,151,97,95
2022-01-02,S003,P0133,245,194,196
2022-01-02,S003,P0149,106,67,76
2022-01-02,S003,P0153,141,70,76
2022-01-02,S003,P0159,203,97,105
2022-01-02,S003,P0166,111,106,91
2022-01-02,S003,P0171,224,113,129
2022-01-02,S003,P0175,49,52,48
2022-01-02,S003,P0178,88,77,88
2022-01-02,S003,P0183,135,68,61
2022-01-02,S003,P0187,110,103,105
2022-01-02,S004,P0016,162,99,91
2022-01-02,S004,P0017,163,106,85
2022-01-02,S004,P0031,155,57,58
2022-01-02,S004,P0046,157,142,124
2022-01-02,S004,P0057,155,151,125
2022-01-02,S004,P0061,296,185,211
2022-01-02,S004,P0066,139,104,87
2022-01-02,S004,P0067,107,87,94
2022-01-02,S004,P0068,186,109,87
2022-01-02,S004,P0069,319,227,248
2022-01-02,S004,P0070,131,121,103
2022-01-02,S004,P0079,215,116,121
2022-01-02,S004,P0083,197,112,113
2022-01-02,S004,P0085,190,134,145
2022-01-02,S004,P0094,173,76,87
2022-01-02,S004,P0096,166,63,67
2022-01-02,S004,P0116,257,153,175
2022-01-02,S004,P0125,189,130,111
2022-01-02,S004,P0126,203,174,165
2022-01-02,S004,P0129,185,103,98
2022-01-02,S004,P0133,163,128,150
2022-01-02,S004,P0149,35,40,35
2022-01-02,S004,P0153,120,69,60
2022-01-02,S004,P0159,134,73,83
2022-01-02,S004,P0166,96,70,73
2022-01-02,S004,P0171,164,69,81
2022-01-02,S004,P0175,186,106,109
2022-01-02,S004,P0178,151,77,82
2022-01-02,S004,P0183,205,112,118
2022-01-02,S004,P0187,217,148,120
2022-01-02,S005,P0016,108,97,100
2022-01-02,S005,P0017,119,114,108
2022-01-02,S005,P0031,59,25,20
2022-01-02,S005,P0046,175,101,120
2022-01-02,S005,P0057,185,117,121
2022-01-02,S005,P0061,131,120,98
2022-01-02,S005,P0066,155,141,136
2022-01-02,S005,P0067,123,119,106
2022-01-02,S005,P0068,63,56,57
2022-01-02,S005,P0069,120,108,111
2022-01-02,S005,P0070,135,85,72
2022-01-02,S005,P0079,156,74,84
2022-01-02,S005,P0083,139,106,114
2022-01-02,S005,P0085,110,108,96
2022-01-02,S005,P0094,145,67,67
2022-01-02,S005,P0096,198,108,123
2022-01-02,S005,P0116,146,95,105
2022-01-02,S005,P0125,133,108,104
2022-01-02,S005,P0126,161,138,113
2022-01-02,S005,P0129,199,126,104
2022-01-02,S005,P0133,139,123,114
2022-01-02,S005,P0149,140,83,71
2022-01-02,S005,P0153,161,93,85
2022-01-02,S005,P0159,58,38,32
2022-01-02,S005,P0166,146,92,99
2022-01-02,S005,P0171,145,114,105
2022-01-02,S005,P0175,53,58,48
2022-01-02,S005,P0178,97,79,90
2022-01-02,S005,P0183,112,38,36
2022-01-02,S005,P0187,100,81,80
2022-01-03,S001,P0016,184,183,183
2022-01-03,S001,P0017,189,103,109
2022-01-03,S001,P0031,218,164,168
2022-01-03,S001,P0046,112,103,111
2022-01-03,S001,P0057,101,111,89
2022-01-03,S001,P0061,194,143,156
2022-01-03,S001,P0066,101,78,66
2022-01-03,S001,P0067,264,169,199
2022-01-03,S001,P0068,116,113,98
2022-01-03,S001,P0069,192,120,102
2022-01-03,S001,P0070,123,73,58
2022-01-03,S001,P0079,78,50,52
2022-01-03,S001,P0083,227,115,131
2022-01-03,S001,P0085,86,82,72
2022-01-03,S001,P0094,199,189,161
2022-01-03,S001,P0096,187,169,138
2022-01-03,S001,P0116,137,123,124
2022-01-03,S001,P0125,104,48,45
2022-01-03,S001,P0126,137,114,98
2022-01-03,S001,P0129,133,111,112
2022-01-03,S001,P0133,239,198,204
2022-01-03,S001,P0149,147,109,93
2022-01-03,S001,P0153,134,86,81
2022-01-03,S001,P0159,128,89,91
2022-01-03,S001,P0166,138,45,53
2022-01-03,S001,P0171,198,173,149
2022-01-03,S001,P0175,186,133,135
2022-01-03,S001,P0178,48,31,32
2022-01-03,S001,P0183,142,108,87
2022-01-03,S001,P0187,165,131,127
2022-01-03,S002,P0016,215,135,136
2022-01-03,S002,P0017,184,151,171
2022-01-03,S002,P0031,78,74,72
2022-01-03,S002,P0046,154,100,83
2022-01-03,S002,P0057,176,154,168
2022-01-03,S002,P0061,183,123,137
2022-01-03,S002,P0066,126,61,56
2022-01-03,S002,P0067,160,71,84
2022-01-03,S002,P0068,146,113,99
2022-01-03,S002,P0069,234,162,185
2022-01-03,S002,P0070,216,121,119
2022-01-03,S002,P0079,201,104,115
2022-01-03,S002,P0083,132,116,116
2022-01-03,S002,P0085,94,100,88
2022-01-03,S002,P0094,151,59,58
2022-01-03,S002,P0096,95,41,39
2022-01-03,S002,P0116,184,121,109
2022-01-03,S002,P0125,339,238,250
2022-01-03,S002,P0126,201,168,200
2022-01-03,S002,P0129,205,137,122
2022-01-03,S002,P0133,212,162,154
2022-01-03,S002,P0149,182,103,88
2022-01-03,S002,P0153,136,104,86
2022-01-03,S002,P0159,142,56,58
2022-01-03,S002,P0166,106,97,104
2022-01-03,S002,P0171,206,155,129
2022-01-03,S002,P0175,231,146,165
2022-01-03,S002,P0178,199,121,139
2022-01-03,S002,P0183,61,56,55
2022-01-03,S002,P0187,163,104,123
2022-01-03,S003,P0016,208,114,109
2022-01-03,S003,P0017,60,33,35
2022-01-03,S003,P0031,124,81,66
2022-01-03,S003,P0046,134,146,128
2022-01-03,S003,P0057,210,107,128
2022-01-03,S003,P0061,192,119,105
2022-01-03,S003,P0066,163,96,92
2022-01-03,S003,P0067,124,95,105
2022-01-03,S003,P0068,167,100,117
2022-01-03,S003,P0069,161,153,135
2022-01-03,S003,P0070,137,143,119
2022-01-03,S003,P0079,89,59,63
2022-01-03,S003,P0083,90,55,48
2022-01-03,S003,P0085,171,102,100
2022-01-03,S003,P0094,237,157,156
2022-01-03,S003,P0096,116,45,52
2022-01-03,S003,P0116,118,108,92
2022-01-03,S003,P0125,168,136,126
2022-01-03,S003,P0126,257,182,168
2022-01-03,S003,P0129,170,100,102
2022-01-03,S003,P0133,138,102,96
2022-01-03,S003,P0149,109,78,83
2022-01-03,S003,P0153,112,63,65
2022-01-03,S003,P0159,183,97,112
2022-01-03,S003,P0166,60,46,42
2022-01-03,S003,P0171,148,122,124
2022-01-03,S003,P0175,209,128,133
2022-01-03,S003,P0178,221,160,179
2022-01-03,S003,P0183,52,31,30
2022-01-03,S003,P0187,159,147,126
2022-01-03,S004,P0016,251,163,163
2022-01-03,S004,P0017,125,102,91
2022-01-03,S004,P0031,138,110,99
2022-01-03,S004,P0046,148,88,85
2022-01-03,S004,P0057,49,36,32
2022-01-03,S004,P0061,94,33,32
2022-01-03,S004,P0066,173,120,121
2022-01-03,S004,P0067,149,111,117
2022-01-03,S004,P0068,143,82,68
2022-01-03,S004,P0069,126,118,114
2022-01-03,S004,P0070,147,73,66
2022-01-03,S004,P0079,166,84,83
2022-01-03,S004,P0083,75,5,20
2022-01-03,S004,P0085,100,68,67
2022-01-03,S004,P0094,181,109,118
2022-01-03,S004,P0096,74,52,56
2022-01-03,S004,P0116,191,122,100
2022-01-03,S004,P0125,179,118,129
2022-01-03,S004,P0126,168,128,129
2022-01-03,S004,P0129,79,56,49
2022-01-03,S004,P0133,229,147,133
2022-01-03,S004,P0149,198,121,101
2022-01-03,S004,P0153,53,28,31
2022-01-03,S004,P0159,53,29,34
2022-01-03,S004,P0166,89,75,69
2022-01-03,S004,P0171,154,73,86
2022-01-03,S004,P0175,144,99,97
2022-01-03,S004,P0178,193,158,158
2022-01-03,S004,P0183,92,46,52
2022-01-03,S004,P0187,193,138,160
2022-01-03,S005,P0016,235,137,143
2022-01-03,S005,P0017,37,27,21
2022-01-03,S005,P0031,202,118,120
2022-01-03,S005,P0046,226,169,161
2022-01-03,S005,P0057,288,238,223
2022-01-03,S005,P0061,135,100,98
2022-01-03,S005,P0066,256,201,193
2022-01-03,S005,P0067,169,91,102
2022-01-03,S005,P0068,152,106,122
2022-01-03,S005,P0069,130,130,106
2022-01-03,S005,P0070,123,82,79
2022-01-03,S005,P0079,184,160,155
2022-01-03,S005,P0083,234,125,146
2022-01-03,S005,P0085,172,124,112
2022-01-03,S005,P0094,164,143,141
2022-01-03,S005,P0096,165,76,88
2022-01-03,S005,P0116,75,51,49
2022-01-03,S005,P0125,181,160,167
2022-01-03,S005,P0126,191,202,162
2022-01-03,S005,P0129,230,145,156
2022-01-03,S005,P0133,312,233,269
2022-01-03,S005,P0149,164,82,94
2022-01-03,S005,P0153,101,96,100
2022-01-03,S005,P0159,158,97,105
2022-01-03,S005,P0166,122,50,50
2022-01-03,S005,P0171,115,70,68
2022-01-03,S005,P0175,132,76,84
2022-01-03,S005,P0178,182,163,166
2022-01-03,S005,P0183,94,48,46
2022-01-03,S005,P0187,129,110,99
2022-01-04,S001,P0016,93,102,85
2022-01-04,S001,P0017,194,118,119
2022-01-04,S001,P0031,99,67,56
2022-01-04,S001,P0046,81,92,74
2022-01-04,S001,P0057,200,134,149
2022-01-04,S001,P0061,153,76,78
2022-01-04,S001,P0066,245,124,146
2022-01-04,S001,P0067,91,67,67
2022-01-04,S001,P0068,105,72,66
2022-01-04,S001,P0069,199,145,148
2022-01-04,S001,P0070,69,69,65
2022-01-04,S001,P0079,101,71,79
2022-01-04,S001,P0083,241,146,171
2022-01-04,S001,P0085,73,79,70
2022-01-04,S001,P0094,131,92,77
2022-01-04,S001,P0096,145,82,68
2022-01-04,S001,P0116,162,94,75
2022-01-04,S001,P0125,203,150,153
2022-01-04,S001,P0126,338,289,298
2022-01-04,S001,P0129,179,103,117
2022-01-04,S001,P0133,185,142,139
2022-01-04,S001,P0149,28,29,26
2022-01-04,S001,P0153,211,143,115
2022-01-04,S001,P0159,141,129,116
2022-01-04,S001,P0166,158,57,62
2022-01-04,S001,P0171,145,119,108
2022-01-04,S001,P0175,70,55,50
2022-01-04,S001,P0178,91,72,63
2022-01-04,S001,P0183,101,52,59
2022-01-04,S001,P0187,214,199,168
2022-01-04,S002,P0016,272,229,258
2022-01-04,S002,P0017,64,32,30
2022-01-04,S002,P0031,164,119,95
2022-01-04,S002,P0046,178,151,150
2022-01-04,S002,P0057,137,115,126
2022-01-04,S002,P0061,143,42,46
2022-01-04,S002,P0066,202,137,161
2022-01-04,S002,P0067,105,47,52
2022-01-04,S002,P0068,105,94,97
2022-01-04,S002,P0069,207,174,195
2022-01-04,S002,P0070,172,100,86
2022-01-04,S002,P0079,186,96,106
2022-01-04,S002,P0083,140,122,105
2022-01-04,S002,P0085,207,102,119
2022-01-04,S002,P0094,212,99,115
2022-01-04,S002,P0096,98,56,49
2022-01-04,S002,P0116,102,56,46
2022-01-04,S002,P0125,159,126,105
2022-01-04,S002,P0126,188,89,106
2022-01-04,S002,P0129,194,97,103
2022-01-04,S002,P0133,133,151,126
2022-01-04,S002,P0149,172,65,75
2022-01-04,S002,P0153,197,104,104
2022-01-04,S002,P0159,77,69,59
2022-01-04,S002,P0166,162,110,115
2022-01-04,S002,P0171,217,134,119
2022-01-04,S002,P0175,79,33,34
2022-01-04,S002,P0178,101,105,97
2022-01-04,S002,P0183,206,104,110
2022-01-04,S002,P0187,119,92,87
2022-01-04,S003,P0016,220,144,158
2022-01-04,S003,P0017,126,109,112
2022-01-04,S003,P0031,71,38,40
2022-01-04,S003,P0046,151,93,76
2022-01-04,S003,P0057,171,171,151
2022-01-04,S003,P0061,106,55,51
2022-01-04,S003,P0066,75,38,31
2022-01-04,S003,P0067,117,95,86
2022-01-04,S003,P0068,128,80,87
2022-01-04,S003,P0069,148,85,71
2022-01-04,S003,P0070,118,133,117
2022-01-04,S003,P0079,71,20,23
2022-01-04,S003,P0083,146,85,70
2022-01-04,S003,P0085,187,110,96
2022-01-04,S003,P0094,102,65,66
2022-01-04,S003,P0096,171,95,103
2022-01-04,S003,P0116,132,107,97
2022-01-04,S003,P0125,170,138,112
2022-01-04,S003,P0126,92,79,71
2022-01-04,S003,P0129,105,75,84
2022-01-04,S003,P0133,68,55,56
2022-01-04,S003,P0149,80,49,56
2022-01-04,S003,P0153,178,113,90
2022-01-04,S003,P0159,63,39,37
2022-01-04,S003,P0166,92,52,50
2022-01-04,S003,P0171,148,59,52
2022-01-04,S003,P0175,194,111,121
2022-01-04,S003,P0178,154,100,113
2022-01-04,S003,P0183,136,119,103
2022-01-04,S003,P0187,151,99,89
2022-01-04,S004,P0016,125,135,117
2022-01-04,S004,P0017,138,101,95
2022-01-04,S004,P0031,176,99,114
2022-01-04,S004,P0046,250,173,165
2022-01-04,S004,P0057,244,155,185
2022-01-04,S004,P0061,38,34,33
2022-01-04,S004,P0066,90,65,58
2022-01-04,S004,P0067,157,115,109
2022-01-04,S004,P0068,91,82,84
2022-01-04,S004,P0069,199,125,133
2022-01-04,S004,P0070,69,30,30
2022-01-04,S004,P0079,158,58,66
2022-01-04,S004,P0083,154,102,90
2022-01-04,S004,P0085,65,29,32
2022-01-04,S004,P0094,146,63,52
2022-01-04,S004,P0096,146,41,47
2022-01-04,S004,P0116,187,132,117
2022-01-04,S004,P0125,96,82,73
2022-01-04,S004,P0126,249,263,226
2022-01-04,S004,P0129,105,47,38
2022-01-04,S004,P0133,147,136,135
2022-01-04,S004,P0149,139,110,121
2022-01-04,S004,P0153,204,117,130
2022-01-04,S004,P0159,226,157,164
2022-01-04,S004,P0166,256,170,199
2022-01-04,S004,P0171,153,135,110
2022-01-04,S004,P0175,159,95,106
2022-01-04,S004,P0178,216,201,162
2022-01-04,S004,P0183,159,67,64
2022-01-04,S004,P0187,224,149,168
2022-01-04,S005,P0016,210,135,117
2022-01-04,S005,P0017,153,119,109
2022-01-04,S005,P0031,78,70,62
2022-01-04,S005,P0046,180,147,154
2022-01-04,S005,P0057,215,150,142
2022-01-04,S005,P0061,167,93,102
2022-01-04,S005,P0066,214,185,158
2022-01-04,S005,P0067,118,52,43
2022-01-04,S005,P0068,88,56,60
2022-01-04,S005,P0069,119,120,101
2022-01-04,S005,P0070,207,156,165
2022-01-04,S005,P0079,92,41,44
2022-01-04,S005,P0083,80,101,80
2022-01-04,S005,P0085,76,78,75
2022-01-04,S005,P0094,105,97,88
2022-01-04,S005,P0096,125,57,61
2022-01-04,S005,P0116,197,184,152
2022-01-04,S005,P0125,210,149,125
2022-01-04,S005,P0126,187,141,156
2022-01-04,S005,P0129,130,89,101
2022-01-04,S005,P0133,73,42,38
2022-01-04,S005,P0149,143,96,80
